customer_id,full_name,age,city,segment,employment,credit_score,join_date
CUS00824,Hatem Aksu,62,Konya,Bireysel,Serbest Meslek,617,2021-07-14
CUS00825,Doç. Arıel Durmuş,73,Konya,Bireysel,Ücretli,609,2023-11-02
CUS00826,İçimbike Mansız,59,Ankara,Bireysel,Kendi İşi,780,2021-06-08
CUS00827,Memili Akça,60,Konya,Bireysel,Ücretli,792,2024-09-30
CUS00828,Yrd. Doç. Merdi Aksu,43,İzmir,Bireysel,Emekli,602,2026-03-15
CUS00829,Güçal Diken Akar Seven,59,İstanbul,Bireysel,Ücretli,612,2021-02-05
CUS00830,Lezize Hançer,31,İzmir,Bireysel,Öğrenci,624,2025-05-10
CUS00831,Aliabbas Kocabaş Durdu Durmuş,32,İzmir,KOBİ,Ücretli,528,2022-08-31
CUS00832,Alparslan Arsoy,18,Bursa,Bireysel,Emekli,567,2024-10-26
CUS00833,Dr. Mefharet Şamiha Güçlü,62,İstanbul,Bireysel,Serbest Meslek,559,2020-09-03
CUS00834,Akatay Dilder Aksu Şener,42,İstanbul,Bireysel,Ücretli,580,2022-05-05
CUS00835,Necmettin Akdeniz,38,Ankara,Bireysel,Serbest Meslek,646,2023-02-15
CUS00836,Pesent Siti Soylu,42,Antalya,Bireysel,Serbest Meslek,671,2021-08-16
CUS00837,Buşra Şensoy,22,İzmir,Bireysel,Öğrenci,789,2026-04-07
CUS00838,Güldam Arsoy Akgündüz,59,İstanbul,Bireysel,Serbest Meslek,560,2025-04-09
CUS00839,Güldünya Semat Türk Eraslan,58,Bursa,KOBİ,Öğrenci,738,2023-11-21
CUS00840,Çev. Hafıza Kifaye Durdu Yorulmaz,61,Ankara,Bireysel,Ücretli,630,2024-05-20
CUS00841,Atilhan Türkmen Ergül Sezgin,75,İstanbul,Bireysel,Öğrenci,645,2021-12-05
CUS00842,Prof. İnsaf Halenur Durmuş,64,Ankara,KOBİ,Kendi İşi,710,2025-04-01
CUS00843,Yasemen Seven Duran,68,İstanbul,Bireysel,Ücretli,548,2021-02-28
CUS00844,Yrd. Doç. Hatin Güçlü Hançer,33,İzmir,Kurumsal,Öğrenci,684,2026-06-27
CUS00845,Ayasun Zorlu Durdu,36,Antalya,Bireysel,Kendi İşi,664,2021-04-25
CUS00846,Baykan Akça,31,İzmir,Kurumsal,Serbest Meslek,694,2025-01-14
CUS00847,Uz. Dirlik Sezgin,65,Ankara,Bireysel,Serbest Meslek,676,2024-06-18
CUS00848,Akınal Şafak,49,Ankara,Bireysel,Emekli,870,2022-04-13
CUS00849,Öğr. Fadıla Şadıman Eraslan,58,İzmir,Kurumsal,Ücretli,592,2021-04-23
CUS00850,Atılgan Kısakürek,41,Konya,Bireysel,Emekli,602,2023-05-13
CUS00851,Çalım Hayrioğlu Akdeniz,73,Antalya,KOBİ,Kendi İşi,593,2025-05-17
CUS00852,Av. Akyıldız İmrihan Fırat Çetin,52,Bursa,KOBİ,Ücretli,600,2022-12-29
CUS00853,Kıvılcım Biltaş Manço Durdu,19,İzmir,Bireysel,Kendi İşi,592,2024-03-18
CUS00854,Baba Selatin Öcalan Sakarya,31,İstanbul,Bireysel,Emekli,757,2025-08-23
CUS00855,Revza Kardelen Kısakürek Şensoy,50,İstanbul,Kurumsal,Emekli,777,2023-01-28
CUS00856,Bayan Goncafer Aslan Gülen,45,Bursa,Bireysel,Öğrenci,598,2024-10-09
CUS00857,Ayduru Gülen Akgündüz,52,İzmir,Bireysel,Ücretli,575,2021-11-12
CUS00858,Bay Âdem Nerim Çamurcuoğlu,37,İstanbul,Bireysel,Serbest Meslek,692,2023-06-18
CUS00859,Altınçiçek Nafile Alemdar Çetin,52,Ankara,Kurumsal,Ücretli,600,2022-12-05
CUS00860,Leyli Tanyu Akdeniz,37,Bursa,Bireysel,Ücretli,706,2023-03-22
CUS00861,Efe Bellisan Hançer Korutürk,33,İstanbul,KOBİ,Ücretli,668,2026-06-20
CUS00862,Kifaye Gül,47,İzmir,Bireysel,Kendi İşi,513,2024-05-30
CUS00863,Coşkun Dumanlı,60,Bursa,Bireysel,Ücretli,789,2024-03-09
CUS00864,Doç. Süzer Vecide Bilge,18,Bursa,Bireysel,Serbest Meslek,811,2022-06-10
CUS00865,Paker Özinal Aksu,49,Gaziantep,Kurumsal,Öğrenci,594,2023-10-28
CUS00866,Türcan Rakide Yaman,68,Antalya,Bireysel,Serbest Meslek,615,2021-03-14
CUS00867,Candeniz Akar,41,İstanbul,Bireysel,Ücretli,675,2025-02-06
CUS00868,Erenalp Akif Ertaş,67,Adana,Bireysel,Emekli,680,2022-05-08
CUS00869,Gülmisal Kutun Arsoy Alemdar,35,İzmir,Bireysel,Öğrenci,709,2021-01-27
CUS00870,Ecegül Tarhan Yıldırım,58,İstanbul,KOBİ,Öğrenci,830,2024-08-04
CUS00871,Tan İçimbike Dumanlı Akçay,41,İstanbul,Kurumsal,Serbest Meslek,634,2022-09-13
CUS00872,Nazende Fidaye Karadeniz Akçay,41,İstanbul,Bireysel,Öğrenci,578,2024-09-05
CUS00873,Fenni Yıldırım,61,Bursa,Bireysel,Öğrenci,525,2022-11-04
CUS00874,Buhari Şinasi Durdu,18,İstanbul,Bireysel,Serbest Meslek,584,2023-12-07
CUS00875,Dr. Ebuakil Uluğbey Bilir,20,İzmir,KOBİ,Serbest Meslek,647,2022-06-19
CUS00876,Arş. Gör. Altınçiçek Akise Güçlü,29,Konya,Bireysel,Öğrenci,811,2022-12-07
CUS00877,Yrd. Doç. Özüdoğru Yılmaz,69,Konya,KOBİ,Serbest Meslek,603,2021-10-08
CUS00878,Şendoğan Sezgin,38,İstanbul,Bireysel,Kendi İşi,670,2022-07-19
CUS00879,Safinaz Akçay,70,İstanbul,Bireysel,Ücretli,648,2023-03-30
CUS00880,Sevim Hümeyra Bilir Ertaş,50,Bursa,Bireysel,Serbest Meslek,756,2023-11-05
CUS00881,İlklima Sakarya Yılmaz,32,Antalya,Bireysel,Emekli,877,2023-03-19
CUS00882,Övün İçimbike Tevetoğlu Arslan,22,Adana,Bireysel,Kendi İşi,602,2024-12-29
CUS00883,Nural Andiç Şama Aslan,38,İstanbul,KOBİ,Ücretli,605,2023-03-08
CUS00884,Kısmet Eraslan,41,İstanbul,Kurumsal,Kendi İşi,743,2026-02-03
CUS00885,Gülenay Fatigül Fırat,65,İzmir,KOBİ,Kendi İşi,711,2026-03-23
CUS00886,Ülküdeş Öğet Sezgin,55,Gaziantep,Bireysel,Öğrenci,816,2022-09-08
CUS00887,Muhiye Tarhan Yaman,66,Antalya,Bireysel,Ücretli,702,2025-09-30
CUS00888,Çev. Işın Çamurcuoğlu Seven,77,Ankara,Bireysel,Öğrenci,617,2020-11-10
CUS00889,Aybet Zengin Demirel,40,İzmir,Bireysel,Kendi İşi,703,2024-02-01
CUS00890,Hayali Gül,18,Antalya,KOBİ,Kendi İşi,749,2025-07-05
CUS00891,Dr. Neval Zorlu Hançer,24,İstanbul,Bireysel,Emekli,723,2022-07-14
CUS00892,Çev. Aytek Güçlü,49,Gaziantep,Bireysel,Kendi İşi,695,2022-02-02
CUS00893,Öncel İnönü,23,İstanbul,Bireysel,Öğrenci,746,2021-09-24
CUS00894,Bitül Bilgin,44,Bursa,Bireysel,Emekli,755,2022-03-14
CUS00895,Doç. Gökten Mahir Çetin,65,İstanbul,Bireysel,Öğrenci,774,2023-08-31
CUS00896,Jaruthip İlper Arslan Ertaş,26,İzmir,KOBİ,Ücretli,708,2023-06-18
CUS00897,Bayan İlkbahar Zengin Akça,55,İzmir,KOBİ,Serbest Meslek,634,2021-08-23
CUS00898,Necdat Akgündüz,33,İstanbul,Bireysel,Emekli,663,2025-12-03
CUS00899,Urhan Kayagün Fırat Hançer,62,Antalya,Bireysel,Kendi İşi,758,2022-04-19
CUS00900,Şinasi Binbaşar Yaman,46,İstanbul,Bireysel,Serbest Meslek,576,2024-02-27
